borrower_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,predicted_stress_prob,source_timestep
B0010,0.0,0.0,0.0,0.0,0.0,1.0928952,0.0,1.2412504,1.348171,0.0,0.0,1.0197802,0.61060476,0.0,0.0,0.0,1.3999181,1.4827008,0.35212344,0.20654944,0.0,0.7750216,0.0,0.80933654,0.0,0.4583364,1.4017103,0.0,0.77539515,0.1539456,1.363316,0.0,0.0523274,11
B0011,0.0,0.0,0.0,0.0,0.0,0.92805547,0.0,1.180862,1.2374287,0.0,0.0,0.66343325,0.44246513,0.0,0.0,0.0,0.7748485,1.4409995,0.29972866,0.18779919,0.0,0.6717963,0.0,0.4500389,0.0,0.094186276,1.1745245,0.0,0.54033804,0.14374018,1.0875553,0.0,0.09022251,11
B0012,0.0,0.0,0.0,0.0,0.0,1.1400838,0.0,1.2081761,1.1606088,0.0,0.0,1.0490618,0.43969014,0.0,0.0,0.0,0.92687553,1.2740545,0.46799406,0.2436553,0.0,0.45918196,0.0,0.7377345,0.0,0.45253003,1.1460994,0.0,0.7363919,0.15401307,1.0091012,0.0,0.07390285,11
B0013,0.0,0.0,0.0,0.0,0.0,1.2248217,0.0,1.2793491,1.4011738,0.0,0.0,1.2197416,0.6455867,0.0,0.0,0.0,1.6422148,1.5004165,0.39129603,0.23189093,0.0,0.7653408,0.0,0.95623004,0.0,0.62260157,1.5321453,0.0,0.93125665,0.14252818,1.4932382,0.0,0.040144715,11
B0014,0.0,0.0,0.0,0.0,0.0,1.057342,0.0,1.3921788,1.2665095,0.0,0.0,1.3384063,0.7770437,0.0,0.0,0.0,1.8367134,1.4192982,0.5215254,0.21487986,0.0,0.8420613,0.0,1.2378688,0.0,0.75085557,1.6699764,0.0,1.0289943,0.2734471,1.5161886,0.0,0.03367032,11
B0015,0.0,0.0,0.0,0.0,0.0,1.1226609,0.0,1.4106575,1.2407655,0.0,0.0,1.3488282,0.7612942,0.0,0.0,0.0,1.7430426,1.4144298,0.5053563,0.23064697,0.0,0.84801626,0.0,1.202795,0.0,0.7406268,1.6757157,0.0,1.006991,0.27233714,1.4515252,0.0,0.0347908,11
B0016,0.0,0.0,0.0,0.0,0.0,1.2231253,0.0,1.2944603,1.3955405,0.0,0.0,1.215225,0.6450841,0.0,0.0,0.0,1.6284629,1.4998071,0.3930502,0.23329659,0.0,0.7649383,0.0,0.96124387,0.0,0.6154175,1.5218903,0.0,0.93570274,0.143323,1.4808986,0.0,0.040338792,11
B0017,0.0,0.0,0.0,0.0,0.0,1.0690452,0.0,1.3074632,1.3327186,0.0,0.0,1.4353583,0.76486325,0.0,0.0,0.0,1.9281118,1.7180749,0.51621896,0.21824214,0.0,0.8317612,0.0,1.3079748,0.0,0.78746754,1.6416149,0.0,1.033815,0.24902928,1.4700148,0.0,0.030292284,11
B0018,0.0,0.0,0.0,0.0,0.0,0.77977014,0.0,0.19022876,1.014352,0.0,0.0,0.6249493,0.1531325,0.0,0.0,0.0,0.46772286,1.5711484,0.0,0.19625036,0.0,0.35382044,0.0,0.28888637,0.0,0.0,0.7732905,0.0,0.16895086,0.0,0.8317433,0.0,0.16325563,11
B0019,0.0,0.0,0.0,0.0,0.0,0.9131971,0.0,1.1711965,1.1547954,0.0,0.0,0.6661271,0.43692136,0.0,0.0,0.0,0.7211614,1.4231929,0.3107431,0.19572872,0.0,0.65264475,0.0,0.49881774,0.0,0.09233275,1.157551,0.0,0.55367315,0.15005216,1.0053674,0.0,0.0937005,11
B0020,0.0,0.0,0.0,0.0,0.0,1.0035847,0.0,1.3227806,1.239194,0.0,0.0,1.2884142,0.7624769,0.0,0.0,0.0,1.830452,1.3617917,0.5119381,0.1981568,0.0,0.82205725,0.0,1.2167885,0.0,0.7352524,1.6109684,0.0,0.9684936,0.2760232,1.452534,0.0,0.037062313,11
B0021,0.0,0.0,0.0,0.0,0.0,1.1234555,0.0,1.3913016,1.3040105,0.0,0.0,1.3905398,0.78864026,0.0,0.0,0.0,1.8327833,1.4935577,0.49869812,0.223434,0.0,0.85766226,0.0,1.2135222,0.0,0.7965306,1.6887268,0.0,1.0553857,0.26590234,1.5099429,0.0,0.032018032,11
B0022,0.0,0.0,0.0,0.0,0.0,1.086374,0.0,1.1752145,1.2069856,0.0,0.0,1.0357387,0.5554927,0.0,0.0,0.0,1.2368582,1.5617161,0.32701132,0.22107352,0.0,0.7063346,0.0,0.82164454,0.0,0.3822302,1.2224001,0.0,0.7818333,0.12021303,1.1859457,0.0,0.060056575,11
B0023,0.0,0.0,0.0,0.0,0.0,1.0721972,0.0,1.3755771,1.2401865,0.0,0.0,1.3177328,0.7519038,0.0,0.0,0.0,1.7846918,1.3932688,0.5189094,0.2247543,0.0,0.84850466,0.0,1.2159803,0.0,0.72222984,1.6674092,0.0,1.0059562,0.2662016,1.4486072,0.0,0.035465933,11
B0024,0.0,0.0,0.0,0.0,0.0,1.0223691,0.0,1.2774584,1.2672803,0.0,0.0,0.89326805,0.563166,0.0,0.0,0.0,1.1517583,1.4839096,0.35672787,0.20808074,0.0,0.7549808,0.0,0.73416525,0.0,0.31426606,1.2766654,0.0,0.6999512,0.16368589,1.2425337,0.0,0.06326617,11
B0025,0.0,0.0,0.0,0.0,0.0,1.1037794,0.0,1.4021242,1.3324107,0.0,0.0,1.3660772,0.79865676,0.0,0.0,0.0,1.8558284,1.4273685,0.5014064,0.21429396,0.0,0.8598599,0.0,1.2019919,0.0,0.82653344,1.6877908,0.0,1.0722853,0.27153522,1.5235808,0.0,0.032162573,11
B0026,0.0,0.0,0.0,0.0,0.0,1.1038947,0.0,1.399956,1.3239774,0.0,0.0,1.3583586,0.79414684,0.0,0.0,0.0,1.8520987,1.4345672,0.50476736,0.21738383,0.0,0.8627784,0.0,1.2056512,0.0,0.81310654,1.6843625,0.0,1.0785542,0.2676373,1.5214825,0.0,0.0322547,11
B0027,0.0,0.0,0.0,0.0,0.0,1.2228053,0.0,1.2828591,1.4148953,0.0,0.0,1.2137256,0.6533699,0.0,0.0,0.0,1.677579,1.5138006,0.39878333,0.23422487,0.0,0.7836559,0.0,0.9698824,0.0,0.61614144,1.5459512,0.0,0.9486277,0.13948017,1.5102394,0.0,0.039073475,11
B0028,0.0,0.0,0.0,0.0,0.0,1.1014866,0.0,1.3999395,1.3264054,0.0,0.0,1.363872,0.7970698,0.0,0.0,0.0,1.8489637,1.4231412,0.49955556,0.21371447,0.0,0.85724026,0.0,1.1998211,0.0,0.82376707,1.6842821,0.0,1.0658283,0.2722361,1.5189667,0.0,0.032444064,11
B0029,0.0,0.0,0.0,0.0,0.0,0.9319713,0.0,1.1663162,1.2346393,0.0,0.0,0.6998878,0.45972216,0.0,0.0,0.0,0.8317419,1.4066305,0.29391512,0.18309519,0.0,0.6574038,0.0,0.48245484,0.0,0.16441338,1.1434308,0.0,0.5492564,0.14634767,1.0777818,0.0,0.088751465,11
B0030,0.0,0.0,0.0,0.0,0.0,1.0600057,0.0,1.2525835,1.3086088,0.0,0.0,0.9692868,0.5919783,0.0,0.0,0.0,1.3023912,1.4685047,0.36778903,0.20536703,0.0,0.7687588,0.0,0.7912138,0.0,0.42494488,1.3502146,0.0,0.7623472,0.16512819,1.3129671,0.0,0.05632702,11
B0031,0.0,0.0,0.0,0.0,0.0,1.0812732,0.0,1.2235886,1.2688009,0.0,0.0,0.97474253,0.56479543,0.0,0.0,0.0,1.2307103,1.5464317,0.3332256,0.21277165,0.0,0.7535335,0.0,0.77065253,0.0,0.35625666,1.2866817,0.0,0.73626864,0.13136938,1.253495,0.0,0.05930289,11
B0032,0.0,0.0,0.0,0.0,0.0,1.1498277,0.0,1.3571329,1.3392922,0.0,0.0,1.5005596,0.7753126,0.0,0.0,0.0,1.9001855,1.7537247,0.50317323,0.23956299,0.0,0.8572018,0.0,1.2991898,0.0,0.7952556,1.6895895,0.0,1.0691273,0.2437652,1.513355,0.0,0.028392632,11
B0033,0.0,0.0,0.0,0.0,0.0,0.7132571,0.0,0.18047208,1.1381084,0.0,0.0,0.4248177,0.2361989,0.0,0.0,0.0,0.4139892,1.4680915,0.0,0.14962599,0.0,0.38390046,0.0,0.13638955,0.0,0.0,0.7395798,0.0,0.097911656,0.0,0.9148766,0.0,0.17738296,11
B0034,0.0,0.0,0.0,0.0,0.0,1.2679815,0.0,1.2826757,1.330029,0.0,0.0,1.1991081,0.5935259,0.0,0.0,0.0,1.5203761,1.4970031,0.39761287,0.2437409,0.0,0.7154941,0.0,0.96200246,0.0,0.5692899,1.4620491,0.0,0.9234749,0.1193534,1.4089098,0.0,0.043401547,11
B0035,0.0,0.0,0.0,0.0,0.0,0.9176545,0.0,1.2523893,1.3753722,0.0,0.0,0.5106705,0.3805042,0.0,0.0,0.0,0.5492738,1.4463795,0.2987734,0.17275986,0.0,0.6440873,0.0,0.2686311,0.0,0.03982526,1.3112724,0.0,0.50270814,0.16137572,1.1503994,0.0,0.09638126,11
B0036,0.0,0.0,0.0,0.0,0.0,0.91491675,0.0,1.0747979,1.1609555,0.0,0.0,0.88495517,0.55072653,0.0,0.0,0.0,1.2664417,1.3813195,0.400308,0.18745683,0.0,0.70829165,0.0,0.81264055,0.0,0.35711262,1.1801513,0.0,0.70868707,0.15904585,1.1502045,0.0,0.06935386,11
B0037,0.0,0.0,0.0,0.0,0.0,1.09203,0.0,1.3197005,1.354336,0.0,0.0,1.4703531,0.82776946,0.0,0.0,0.0,1.9073279,1.6171081,0.49617532,0.22679791,0.0,0.8599182,0.0,1.2752812,0.0,0.8735143,1.6981711,0.0,1.0968647,0.28168744,1.5457771,0.0,0.029378166,11
B0038,0.0,0.0,0.0,0.0,0.0,1.1275712,0.0,1.4231678,1.3149331,0.0,0.0,1.3765504,0.7968519,0.0,0.0,0.0,1.8362652,1.4662659,0.51237327,0.22565243,0.0,0.8741117,0.0,1.222002,0.0,0.80105215,1.7049187,0.0,1.0828943,0.27034342,1.526017,0.0,0.031444024,11
B0039,0.0,0.0,0.0,0.0,0.0,1.0705671,0.0,1.3932629,1.3730568,0.0,0.0,1.3796184,0.8188654,0.0,0.0,0.0,1.9034258,1.4286013,0.50236213,0.197165,0.0,0.85407394,0.0,1.2070205,0.0,0.86407197,1.6847625,0.0,1.0394568,0.28849223,1.5751035,0.0,0.031481758,11
B0040,0.0,0.0,0.0,0.0,0.0,1.1158046,0.0,1.4098974,1.2822304,0.0,0.0,1.3688835,0.7822144,0.0,0.0,0.0,1.8113265,1.4646739,0.5223129,0.22755377,0.0,0.86735976,0.0,1.2384719,0.0,0.7585022,1.690784,0.0,1.0387785,0.274447,1.4979367,0.0,0.032522574,11
B0041,0.0,0.0,0.0,0.0,0.0,1.2719457,0.0,1.287755,1.3851874,0.0,0.0,1.2148256,0.61073774,0.0,0.0,0.0,1.5688938,1.501218,0.38506323,0.24214734,0.0,0.72609466,0.0,0.9458302,0.0,0.58852935,1.4909389,0.0,0.9217757,0.12004437,1.4424961,0.0,0.041822463,11
B0042,0.0,0.0,0.0,0.0,0.0,1.2951595,0.0,1.4041044,1.2974231,0.0,0.0,1.0580716,0.516815,0.0,0.0,0.0,1.1800674,1.5665548,0.3281148,0.2679118,0.0,0.6930392,0.0,0.800999,0.0,0.3145158,1.3177509,0.0,0.78433156,0.06832537,1.21361,0.0,0.05403161,11
B0043,0.0,0.0,0.0,0.0,0.0,1.0227123,0.0,1.2425885,1.245847,0.0,0.0,1.0234668,0.5660789,0.0,0.0,0.0,1.2143909,1.4120243,0.4254797,0.21571872,0.0,0.662076,0.0,0.8420044,0.0,0.4886375,1.2323968,0.0,0.83309865,0.19047648,1.2068559,0.0,0.059984572,11
B0044,0.0,0.0,0.0,0.0,0.0,1.2599697,0.0,1.2803621,1.4156299,0.0,0.0,1.2355267,0.63397104,0.0,0.0,0.0,1.6473731,1.5366421,0.39678568,0.24074169,0.0,0.7594318,0.0,0.9629495,0.0,0.6036879,1.5400109,0.0,0.9364197,0.12667774,1.5057147,0.0,0.0391716,11
B0045,0.0,0.0,0.0,0.0,0.0,0.9395244,0.0,1.2255152,1.2713363,0.0,0.0,0.61349833,0.42215365,0.0,0.0,0.0,0.6825019,1.4297715,0.31278235,0.18599592,0.0,0.6657709,0.0,0.38827145,0.0,0.064370796,1.2218626,0.0,0.51387805,0.15474208,1.115704,0.0,0.092363,11
B0046,0.0,0.0,0.0,0.0,0.0,1.0724443,0.0,1.2490778,1.2859306,0.0,0.0,0.9995873,0.5959554,0.0,0.0,0.0,1.354219,1.4669963,0.36545134,0.21454644,0.0,0.77685905,0.0,0.8292585,0.0,0.4226005,1.3647583,0.0,0.7509821,0.15242057,1.3054945,0.0,0.05493675,11
B0047,0.0,0.0,0.0,0.0,0.0,1.0256741,0.0,1.2442306,1.2783401,0.0,0.0,0.76196337,0.48717213,0.0,0.0,0.0,0.8960295,1.5369318,0.2960875,0.19880292,0.0,0.723719,0.0,0.53049946,0.0,0.1612152,1.2364739,0.0,0.617975,0.13548231,1.17977,0.0,0.0758523,11
B0048,0.0,0.0,0.0,0.0,0.0,0.9920157,0.0,1.3104345,1.1778581,0.0,0.0,1.2506499,0.73364353,0.0,0.0,0.0,1.7436602,1.2873821,0.48776507,0.19985124,0.0,0.79540056,0.0,1.1746167,0.0,0.71058583,1.5940144,0.0,0.93046343,0.27197045,1.390774,0.0,0.040885057,11
B0049,0.0,0.0,0.0,0.0,0.0,1.0755455,0.0,1.3771539,1.2421103,0.0,0.0,1.3380429,0.7644076,0.0,0.0,0.0,1.7947054,1.3906517,0.5152515,0.22323525,0.0,0.8491453,0.0,1.2220304,0.0,0.74616444,1.6806049,0.0,1.0237647,0.26927334,1.4537922,0.0,0.03485555,11
B0050,0.0,0.0,0.0,0.0,0.0,1.1417348,0.0,1.2214559,1.2587388,0.0,0.0,1.0288389,0.56205654,0.0,0.0,0.0,1.3232853,1.4830387,0.33780783,0.22645545,0.0,0.7453257,0.0,0.81628716,0.0,0.3927685,1.3727126,0.0,0.7466212,0.12064007,1.2917767,0.0,0.055585157,11
B0051,0.0,0.0,0.0,0.0,0.0,1.0305743,0.0,1.2422167,1.2842722,0.0,0.0,0.8901222,0.55565643,0.0,0.0,0.0,1.1695306,1.4510925,0.351556,0.19802406,0.0,0.74782217,0.0,0.71180916,0.0,0.35361165,1.3007406,0.0,0.7075991,0.16427743,1.267792,0.0,0.063340396,11
B0052,0.0,0.0,0.0,0.0,0.0,0.90183365,0.0,1.1998718,1.3206732,0.0,0.0,0.5562345,0.4000002,0.0,0.0,0.0,0.621205,1.4409753,0.29112518,0.17733055,0.0,0.64298266,0.0,0.32651013,0.0,0.06927514,1.2584081,0.0,0.4892905,0.15620123,1.0931163,0.0,0.09667704,11
B0053,0.0,0.0,0.0,0.0,0.0,1.2953153,0.0,1.3245754,1.3366902,0.0,0.0,1.204488,0.5937019,0.0,0.0,0.0,1.5262957,1.5136956,0.38972148,0.25788313,0.0,0.740322,0.0,0.96316665,0.0,0.52487946,1.5000491,0.0,0.907993,0.10851139,1.407109,0.0,0.042317457,11
B0054,0.0,0.0,0.0,0.0,0.0,1.0032375,0.0,1.1949581,1.1622121,0.0,0.0,0.9320333,0.5602181,0.0,0.0,0.0,1.2521071,1.3595451,0.36151418,0.20619988,0.0,0.7365092,0.0,0.819087,0.0,0.38566324,1.2983078,0.0,0.6847771,0.1631811,1.2069095,0.0,0.06422066,11
B0055,0.0,0.0,0.0,0.0,0.0,1.2754211,0.0,1.3393464,1.3106364,0.0,0.0,1.2068872,0.59856033,0.0,0.0,0.0,1.502339,1.5165584,0.40709427,0.25535715,0.0,0.7463293,0.0,0.98039997,0.0,0.5408064,1.4920158,0.0,0.91285694,0.12933293,1.4033669,0.0,0.042440224,11
B0056,0.0,0.0,0.0,0.0,0.0,1.2363731,0.0,1.2841973,1.3906207,0.0,0.0,1.2197886,0.6481874,0.0,0.0,0.0,1.6583004,1.5273981,0.4112269,0.23946536,0.0,0.7829048,0.0,0.98078644,0.0,0.6018505,1.5475342,0.0,0.94605476,0.13973768,1.5014534,0.0,0.039123993,11
B0057,0.0,0.0,0.0,0.0,0.0,1.1029677,0.0,1.4018667,1.3208277,0.0,0.0,1.3628057,0.7961414,0.0,0.0,0.0,1.8459029,1.4256653,0.50122786,0.21426733,0.0,0.8584506,0.0,1.2022948,0.0,0.81666505,1.6828858,0.0,1.0625427,0.27266356,1.5209169,0.0,0.03247264,11
B0058,0.0,0.0,0.0,0.0,0.0,1.0717673,0.0,1.2171135,1.1962321,0.0,0.0,0.96999073,0.5244199,0.0,0.0,0.0,1.1721544,1.3961679,0.39420408,0.22243074,0.0,0.68110883,0.0,0.82217467,0.0,0.383475,1.2518564,0.0,0.7407375,0.15210658,1.1701281,0.0,0.0637772,11
B0059,0.0,0.0,0.0,0.0,0.0,1.8159995,0.0,1.6073658,1.5981805,0.0,0.0,1.495888,0.538107,0.0,0.0,0.0,1.5311538,2.181404,0.36263752,0.36418426,0.0,0.82225794,0.0,1.096442,0.0,0.4315974,1.6697325,0.0,1.150673,0.0,1.5964047,0.0,0.02467112,11
B0060,0.0,0.0,0.0,0.0,0.0,1.2145013,0.0,1.2739402,1.3679228,0.0,0.0,1.2119038,0.63352334,0.0,0.0,0.0,1.591023,1.4832506,0.4102448,0.23131885,0.0,0.74376965,0.0,0.96462977,0.0,0.63381684,1.4933112,0.0,0.94388914,0.15008545,1.4528853,0.0,0.04167447,11
B0061,0.0,0.0,0.0,0.0,0.0,1.1055787,0.0,1.2661343,1.2408237,0.0,0.0,1.0052118,0.5524905,0.0,0.0,0.0,1.2021756,1.4749814,0.38055593,0.228381,0.0,0.71455145,0.0,0.8186704,0.0,0.40225923,1.2848632,0.0,0.8049011,0.14781761,1.2332855,0.0,0.058506507,11
B0062,0.0,0.0,0.0,0.0,0.0,0.9508593,0.0,1.2165506,1.258892,0.0,0.0,0.7252974,0.478791,0.0,0.0,0.0,0.88660586,1.4302682,0.30529276,0.18852207,0.0,0.68293756,0.0,0.5222837,0.0,0.18699464,1.1888554,0.0,0.5804774,0.1532692,1.1447836,0.0,0.08195826,11
B0063,0.0,0.0,0.0,0.0,0.0,1.6746726,0.0,1.5829072,1.4447447,0.0,0.0,1.309294,0.52029985,0.0,0.0,0.0,1.2657294,1.9849015,0.29475754,0.3365797,0.0,0.79124147,0.0,0.9223322,0.0,0.2651713,1.59818,0.0,1.0433674,0.0,1.48228,0.0,0.03397636,11
B0064,0.0,0.0,0.0,0.0,0.0,0.8968967,0.0,1.1918721,1.2882723,0.0,0.0,0.5801528,0.40930587,0.0,0.0,0.0,0.67817354,1.41309,0.28872505,0.18149748,0.0,0.63753337,0.0,0.35487926,0.0,0.06639145,1.2064005,0.0,0.4676775,0.1477056,1.0763782,0.0,0.09715625,11
B0065,0.0,0.0,0.0,0.0,0.0,1.149448,0.0,1.4443349,1.2730458,0.0,0.0,1.3827507,0.78493077,0.0,0.0,0.0,1.8003321,1.5001088,0.5233613,0.23834974,0.0,0.8791127,0.0,1.2445531,0.0,0.7386697,1.6959848,0.0,1.0587429,0.26718706,1.501261,0.0,0.031665478,11
B0066,0.0,0.0,0.0,0.0,0.0,1.115238,0.0,1.3884239,1.2715881,0.0,0.0,1.362936,0.7831427,0.0,0.0,0.0,1.8225234,1.4495447,0.5215311,0.22895882,0.0,0.86044306,0.0,1.2285172,0.0,0.75189435,1.6778215,0.0,1.0470598,0.2651849,1.4874039,0.0,0.033020798,11
B0067,0.0,0.0,0.0,0.0,0.0,1.1066513,0.0,1.3904115,1.2451392,0.0,0.0,1.3478087,0.76538044,0.0,0.0,0.0,1.7639654,1.4230921,0.49931717,0.22557127,0.0,0.8472271,0.0,1.2027589,0.0,0.7503041,1.6694195,0.0,1.01209,0.26819804,1.4554446,0.0,0.034777276,11
B0068,0.0,0.0,0.0,0.0,0.0,1.1187751,0.0,1.4170336,1.4566295,0.0,0.0,1.4422002,0.85140127,0.0,0.0,0.0,1.9904517,1.5036156,0.5177369,0.19872285,0.0,0.89091045,0.0,1.2357781,0.0,0.9270686,1.7361572,0.0,1.1048975,0.29039243,1.6285491,0.0,0.027703203,11
B0069,0.0,0.0,0.0,0.0,0.0,0.9595571,0.0,1.221481,1.1521686,0.0,0.0,0.9380823,0.5309065,0.0,0.0,0.0,1.1760974,1.3665823,0.4313521,0.21331336,0.0,0.68249923,0.0,0.8703049,0.0,0.39564604,1.230505,0.0,0.74889684,0.19116674,1.1697102,0.0,0.06542762,11
B0070,0.0,0.0,0.0,0.0,0.0,1.0819597,0.0,1.2682074,1.3064924,0.0,0.0,1.043732,0.6094345,0.0,0.0,0.0,1.3608959,1.4690108,0.39175272,0.21409628,0.0,0.7570343,0.0,0.85622495,0.0,0.49854478,1.3506792,0.0,0.83353496,0.16928641,1.3249884,0.0,0.052455395,11
B0071,0.0,0.0,0.0,0.0,0.0,0.96435016,0.0,1.1514077,1.3176143,0.0,0.0,0.8206643,0.47096238,0.0,0.0,0.0,0.9763202,1.4254295,0.3051771,0.20596066,0.0,0.60444677,0.0,0.5655745,0.0,0.2698091,1.1477482,0.0,0.5962578,0.1197326,1.0507904,0.0,0.08010763,11
B0072,0.0,0.0,0.0,0.0,0.0,1.0915095,0.0,1.2713673,1.3390702,0.0,0.0,1.0296841,0.61833155,0.0,0.0,0.0,1.4148395,1.4908899,0.37126195,0.21314472,0.0,0.7909558,0.0,0.84140617,0.0,0.4666105,1.4103031,0.0,0.7899431,0.15944105,1.3701103,0.0,0.050815463,11
B0073,0.0,0.0,0.0,0.0,0.0,0.9341483,0.0,1.1486897,1.2925777,0.0,0.0,0.7072677,0.44144592,0.0,0.0,0.0,0.90164393,1.4483082,0.3332905,0.19718018,0.0,0.6219043,0.0,0.5231901,0.0,0.14687967,1.1373558,0.0,0.53568614,0.11877747,1.0261388,0.0,0.08639738,11
B0074,0.0,0.0,0.0,0.0,0.0,1.0109341,0.0,1.2403102,1.2822347,0.0,0.0,0.8270148,0.52879596,0.0,0.0,0.0,1.0714449,1.4506669,0.33051682,0.19361064,0.0,0.7329731,0.0,0.644519,0.0,0.29155004,1.2699418,0.0,0.6671107,0.1586439,1.243563,0.0,0.068680674,11
B0075,0.0,0.0,0.0,0.0,0.0,1.122748,0.0,1.4187757,1.2682073,0.0,0.0,1.3608358,0.7758734,0.0,0.0,0.0,1.7928498,1.4475784,0.51722294,0.23178154,0.0,0.8655971,0.0,1.2279615,0.0,0.7503981,1.6891167,0.0,1.0470577,0.26857236,1.4796118,0.0,0.0330218,11
B0076,0.0,0.0,0.0,0.0,0.0,1.3092334,0.0,1.312207,1.3686569,0.0,0.0,1.2209966,0.60231435,0.0,0.0,0.0,1.5873506,1.5477089,0.39632553,0.25624266,0.0,0.7598144,0.0,0.9785029,0.0,0.5292933,1.5416319,0.0,0.9060111,0.10638708,1.4674634,0.0,0.040042777,11
B0077,0.0,0.0,0.0,0.0,0.0,1.224331,0.0,1.2761041,1.3724012,0.0,0.0,1.2104269,0.6250553,0.0,0.0,0.0,1.572708,1.473857,0.40449446,0.2324896,0.0,0.7291412,0.0,0.9568704,0.0,0.629187,1.482635,0.0,0.9403556,0.144595,1.4398413,0.0,0.042235203,11
B0078,0.0,0.0,0.0,0.0,0.0,0.8662532,0.0,1.1312511,1.2234569,0.0,0.0,0.56028914,0.4004625,0.0,0.0,0.0,0.6724046,1.34762,0.30129084,0.16963586,0.0,0.61749214,0.0,0.35332686,0.0,0.05559762,1.1636858,0.0,0.43349084,0.15235615,1.019846,0.0,0.10432366,11
B0079,0.0,0.0,0.0,0.0,0.0,1.0581616,0.0,1.2743347,1.2753398,0.0,0.0,1.0089316,0.60094297,0.0,0.0,0.0,1.3174264,1.4518335,0.39802152,0.21313623,0.0,0.76139766,0.0,0.852006,0.0,0.46814767,1.3404675,0.0,0.79591167,0.17975363,1.2991098,0.0,0.05478773,11
